id,name,RA,Decl,V_mag,R_star,M_star,Priority,SpcType,comments,period,period_error,t0,t0_error,depth,duration,Rs_a,Mp,Rp,filler,public,tess,required_observations,done,observations,stellar_density
326;"TOI00519.01";124.60675;-19.662797222222;17.35;;;2;"M";"Norio: TESS targets from sector 7, check the special calendar";1.265223;0;2458491.877254;0;;0.0517;;;;0;;1;1;"No";0;
76;"K2-105b";125.42028333333;13.497522222222;11.75;0.95;1.01;3;;"Narita. Discovered by ESPRINT (Narita+2017). There was a hint of TTV and additional RV variations. 2 transits are desired.";8.266902;7.0E-5;2457147.99107;0.00117;;0.14426;0.03472;0.094;0.369;0;;;1;"Yes";1;1.1780142877971
269;"KELT-17b";125.61666666667;13.735277777778;;;;4;;"Nuria. Target to be observed also at TNG.";3.0801716;0;2457226.14219;0;;0.14;;;;0;;;1;"Yes";1;
320;"HIP41378f_egr";126.6160375;10.080369444444;8.92;;;2;"F";"A special target on 2019 Feb. 27. The ephemeris is for the transit egress.";271.03986;0;2457187.279052;0;0.05;0.0625;;;;0;;;1;"No";0;
346;"EPIC17229";126.97295833333;17.560141666667;16.5;;;2;"M4";"Proposed by A. Fukui. A Jovian candidate around an M dwarf from Dressing et al. 2017. Expected depth is 3%.";2.176929;5.35E-5;2457175.525;0.001;;0.042;;;;0;;;1;"No";0;
40;"GJ1111";127.45625;26.776944444444;14.1;;;4;"M6.5";"Enric. From 4h to full nights. Search for transiting planets around UCD";;0;;0;;;;;;2;;;1;"No";0;
324;"TOI00515.01";128.06708333333;11.630711111111;14.49;;;5;"K";"Norio: TESS targets from sector 7, check the special calendar Sent to TFOP 27/5/19";3.115247;0;2458493.28254;0;;0.095798;;;;0;;1;1;"Yes";1;
322;"EPIC211799258";128.24616666667;17.306547222222;17;;;2;"M3V";"Proposed by John, Jerome, and Akihiko. A warm-Jupiter candidate around a mid-M dwarf discovered by K2. The expected transit depth is 7%. To check chromaticity and test for the EB scenario. See https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211799258 See also https://arxiv.org/abs/1810.04074";19.533885;1.0E-5;2457153.146521;0.000355;0.07;0.05399;;;12.7;0;;;1;"No";0;
337;"TOI00498.01";129.09079166667;-3.8602027777778;10.1;;;5;;"TESS-TFOP target Sent to TFOP 27/5/19. Done";0.275043;0;2458491.89175;0;;0.0314;;;;0;;1;1;"Yes";1;
308;"EPIC211929937";129.17845833333;19.173813888889;14.43;;;2;;"Urgent follow-up target for planet validation proposed by Jerome and John. For more details, see http://u0u0.net/PHej";3.476634;0;2458115.869768;0;;0.1058;;;;0;;;1;"No";0;
